CO_NCM;NO_NCM_POR;CO_EXP_SUBSET;NO_EXP_SUBSET_POR;NO_EXP_SUBSET_ESP;NO_EXP_SUBSET_ING;CO_EXP_SET;NO_EXP_SET;NO_EXP_SET_ESP;NO_EXP_SET_ING
29349032;Cloridrato de prazosina;1402;Produtos químicos orgânicos;Productos químicos orgánicos;Organic chemicals;14;PRODUTOS DAS INDUSTRIAS QUIMICAS;Productos químicos;Products of the chemical industry
29349033;Talniflumato;1402;Produtos químicos orgânicos;Productos químicos orgánicos;Organic chemicals;14;PRODUTOS DAS INDUSTRIAS QUIMICAS;Productos químicos;Products of the chemical industry
29349034;Ácido nucleico e seus sais;1402;Produtos químicos orgânicos;Productos químicos orgánicos;Organic chemicals;14;PRODUTOS DAS INDUSTRIAS QUIMICAS;Productos químicos;Products of the chemical industry
29349035;Aminorex e seus sais;1402;Produtos químicos orgânicos;Productos químicos orgánicos;Organic chemicals;14;PRODUTOS DAS INDUSTRIAS QUIMICAS;Productos químicos;Products of the chemical industry
29349036;Pemolina e seus sais;1402;Produtos químicos orgânicos;Productos químicos orgánicos;Organic chemicals;14;PRODUTOS DAS INDUSTRIAS QUIMICAS;Productos químicos;Products of the chemical industry
29349039;Outros compostos heterocíclicos com heteroátomos de nitrogênio oxigênio;1402;Produtos químicos orgânicos;Productos químicos orgánicos;Organic chemicals;14;PRODUTOS DAS INDUSTRIAS QUIMICAS;Productos químicos;Products of the chemical industry
29349041;Tiofeno;1402;Produtos químicos orgânicos;Productos químicos orgánicos;Organic chemicals;14;PRODUTOS DAS INDUSTRIAS QUIMICAS;Productos químicos;Products of the chemical industry
29349042;Ácido 6-aminopenicilânico;1402;Produtos químicos orgânicos;Productos químicos orgánicos;Organic chemicals;14;PRODUTOS DAS INDUSTRIAS QUIMICAS;Productos químicos;Products of the chemical industry
29349043;Ácido 7-aminocefalosporânico;1402;Produtos químicos orgânicos;Productos químicos orgánicos;Organic chemicals;14;PRODUTOS DAS INDUSTRIAS QUIMICAS;Productos químicos;Products of the chemical industry
29349044;Ácido 7-aminodesacetoxifalosporânico;1402;Produtos químicos orgânicos;Productos químicos orgánicos;Organic chemicals;14;PRODUTOS DAS INDUSTRIAS QUIMICAS;Productos químicos;Products of the chemical industry
29349045;Clormezanona;1402;Produtos químicos orgânicos;Productos químicos orgánicos;Organic chemicals;14;PRODUTOS DAS INDUSTRIAS QUIMICAS;Productos químicos;Products of the chemical industry
29349046;9-(n-metil-4-piperidinilideno)tioxanteno;1402;Produtos químicos orgânicos;Productos químicos orgánicos;Organic chemicals;14;PRODUTOS DAS INDUSTRIAS QUIMICAS;Productos químicos;Products of the chemical industry
29349047;Sufentanil e seus sais;1402;Produtos químicos orgânicos;Productos químicos orgánicos;Organic chemicals;14;PRODUTOS DAS INDUSTRIAS QUIMICAS;Productos químicos;Products of the chemical industry
29349049;Outros compostos heterocíclicos heteroátomo <=2 enxofre, inclusive nitrogênio;1402;Produtos químicos orgânicos;Productos químicos orgánicos;Organic chemicals;14;PRODUTOS DAS INDUSTRIAS QUIMICAS;Productos químicos;Products of the chemical industry
29349051;Tebutiuron;1402;Produtos químicos orgânicos;Productos químicos orgánicos;Organic chemicals;14;PRODUTOS DAS INDUSTRIAS QUIMICAS;Productos químicos;Products of the chemical industry
29349052;Tetramisol;1402;Produtos químicos orgânicos;Productos químicos orgánicos;Organic chemicals;14;PRODUTOS DAS INDUSTRIAS QUIMICAS;Productos químicos;Products of the chemical industry
29349053;Levamisol e seus sais;1402;Produtos químicos orgânicos;Productos químicos orgánicos;Organic chemicals;14;PRODUTOS DAS INDUSTRIAS QUIMICAS;Productos químicos;Products of the chemical industry
29349054;Tioconazol;1402;Produtos químicos orgânicos;Productos químicos orgánicos;Organic chemicals;14;PRODUTOS DAS INDUSTRIAS QUIMICAS;Productos químicos;Products of the chemical industry
29349055;Clotiazépam;1402;Produtos químicos orgânicos;Productos químicos orgánicos;Organic chemicals;14;PRODUTOS DAS INDUSTRIAS QUIMICAS;Productos químicos;Products of the chemical industry
29349059;Outros compostos heterocíclicos com três heteroátomos de enxofre e nitrogênio;1402;Produtos químicos orgânicos;Productos químicos orgánicos;Organic chemicals;14;PRODUTOS DAS INDUSTRIAS QUIMICAS;Productos químicos;Products of the chemical industry
29349061;Cloridrato de tizanidina;1402;Produtos químicos orgânicos;Productos químicos orgánicos;Organic chemicals;14;PRODUTOS DAS INDUSTRIAS QUIMICAS;Productos químicos;Products of the chemical industry
29349062;Brotizolam;1402;Produtos químicos orgânicos;Productos químicos orgánicos;Organic chemicals;14;PRODUTOS DAS INDUSTRIAS QUIMICAS;Productos químicos;Products of the chemical industry
29349069;Outros compostos heterocíclicos com heteroátomo de enxofre incluindo nitrogênio;1402;Produtos químicos orgânicos;Productos químicos orgánicos;Organic chemicals;14;PRODUTOS DAS INDUSTRIAS QUIMICAS;Productos químicos;Products of the chemical industry
29349071;"Fenmetrazina (""phenmetrazine"") e seus sais";1402;Produtos químicos orgânicos;Productos químicos orgánicos;Organic chemicals;14;PRODUTOS DAS INDUSTRIAS QUIMICAS;Productos químicos;Products of the chemical industry
29349072;Mesocarb (3(alfa-metilfenetil)-n-(fenilcarbamoil) etc.;1402;Produtos químicos orgânicos;Productos químicos orgánicos;Organic chemicals;14;PRODUTOS DAS INDUSTRIAS QUIMICAS;Productos químicos;Products of the chemical industry
29349073;Estavudina;1402;Produtos químicos orgânicos;Productos químicos orgánicos;Organic chemicals;14;PRODUTOS DAS INDUSTRIAS QUIMICAS;Productos químicos;Products of the chemical industry
29349091;Timolol;1402;Produtos químicos orgânicos;Productos químicos orgánicos;Organic chemicals;14;PRODUTOS DAS INDUSTRIAS QUIMICAS;Productos químicos;Products of the chemical industry
29349092;Maleato ácido de timolol;1402;Produtos químicos orgânicos;Productos químicos orgánicos;Organic chemicals;14;PRODUTOS DAS INDUSTRIAS QUIMICAS;Productos químicos;Products of the chemical industry
29349093;Lamivudina;1402;Produtos químicos orgânicos;Productos químicos orgánicos;Organic chemicals;14;PRODUTOS DAS INDUSTRIAS QUIMICAS;Productos químicos;Products of the chemical industry
29349099;Outros compostos heterocíclicos;1402;Produtos químicos orgânicos;Productos químicos orgánicos;Organic chemicals;14;PRODUTOS DAS INDUSTRIAS QUIMICAS;Productos químicos;Products of the chemical industry
29349111;Aminorex e seus sais;1402;Produtos químicos orgânicos;Productos químicos orgánicos;Organic chemicals;14;PRODUTOS DAS INDUSTRIAS QUIMICAS;Productos químicos;Products of the chemical industry
29349112;Brotizolan e seus sais;1402;Produtos químicos orgânicos;Productos químicos orgánicos;Organic chemicals;14;PRODUTOS DAS INDUSTRIAS QUIMICAS;Productos químicos;Products of the chemical industry
29349121;Clotiazepam;1402;Produtos químicos orgânicos;Productos químicos orgánicos;Organic chemicals;14;PRODUTOS DAS INDUSTRIAS QUIMICAS;Productos químicos;Products of the chemical industry
29349122;Cloxazolam;1402;Produtos químicos orgânicos;Productos químicos orgánicos;Organic chemicals;14;PRODUTOS DAS INDUSTRIAS QUIMICAS;Productos químicos;Products of the chemical industry
29349123;Dextromoramida;1402;Produtos químicos orgânicos;Productos químicos orgánicos;Organic chemicals;14;PRODUTOS DAS INDUSTRIAS QUIMICAS;Productos químicos;Products of the chemical industry
29349129;Sais de clotiazepam, cloxazolam, dextromoramida;1402;Produtos químicos orgânicos;Productos químicos orgánicos;Organic chemicals;14;PRODUTOS DAS INDUSTRIAS QUIMICAS;Productos químicos;Products of the chemical industry
29349131;Fendimetrazina e seus sais;1402;Produtos químicos orgânicos;Productos químicos orgánicos;Organic chemicals;14;PRODUTOS DAS INDUSTRIAS QUIMICAS;Productos químicos;Products of the chemical industry
29349132;Fenmetrazina e seus sais;1402;Produtos químicos orgânicos;Productos químicos orgánicos;Organic chemicals;14;PRODUTOS DAS INDUSTRIAS QUIMICAS;Productos químicos;Products of the chemical industry
29349133;Haloxazolam e seus sais;1402;Produtos químicos orgânicos;Productos químicos orgánicos;Organic chemicals;14;PRODUTOS DAS INDUSTRIAS QUIMICAS;Productos químicos;Products of the chemical industry
29349141;Ketazolam;1402;Produtos químicos orgânicos;Productos químicos orgánicos;Organic chemicals;14;PRODUTOS DAS INDUSTRIAS QUIMICAS;Productos químicos;Products of the chemical industry
29349142;Mesocarb;1402;Produtos químicos orgânicos;Productos químicos orgánicos;Organic chemicals;14;PRODUTOS DAS INDUSTRIAS QUIMICAS;Productos químicos;Products of the chemical industry
29349149;Sais do ketazolam e mesocarb;1402;Produtos químicos orgânicos;Productos químicos orgánicos;Organic chemicals;14;PRODUTOS DAS INDUSTRIAS QUIMICAS;Productos químicos;Products of the chemical industry
29349150;Oxazolam e seus sais;1402;Produtos químicos orgânicos;Productos químicos orgánicos;Organic chemicals;14;PRODUTOS DAS INDUSTRIAS QUIMICAS;Productos químicos;Products of the chemical industry
29349160;Pemolina e seus sais;1402;Produtos químicos orgânicos;Productos químicos orgánicos;Organic chemicals;14;PRODUTOS DAS INDUSTRIAS QUIMICAS;Productos químicos;Products of the chemical industry
29349170;Sufentanila e seus sais;1402;Produtos químicos orgânicos;Productos químicos orgánicos;Organic chemicals;14;PRODUTOS DAS INDUSTRIAS QUIMICAS;Productos químicos;Products of the chemical industry
29349911;Morfolina e seus sais;1402;Produtos químicos orgânicos;Productos químicos orgánicos;Organic chemicals;14;PRODUTOS DAS INDUSTRIAS QUIMICAS;Productos químicos;Products of the chemical industry
29349912;Pirenoxina sódica (catalino sódico);1402;Produtos químicos orgânicos;Productos químicos orgánicos;Organic chemicals;14;PRODUTOS DAS INDUSTRIAS QUIMICAS;Productos químicos;Products of the chemical industry
29349913;Nimorazol;1402;Produtos químicos orgânicos;Productos químicos orgánicos;Organic chemicals;14;PRODUTOS DAS INDUSTRIAS QUIMICAS;Productos químicos;Products of the chemical industry
29349914;Anidrido isatóico (2h-3, 1-benzoxazina-2, 4-(1h;1402;Produtos químicos orgânicos;Productos químicos orgánicos;Organic chemicals;14;PRODUTOS DAS INDUSTRIAS QUIMICAS;Productos químicos;Products of the chemical industry
29349915;4, 4'-ditiodimorfolina;1402;Produtos químicos orgânicos;Productos químicos orgánicos;Organic chemicals;14;PRODUTOS DAS INDUSTRIAS QUIMICAS;Productos químicos;Products of the chemical industry
29349919;Outros compostos heterocíclicos contendo ciclo oxazina;1402;Produtos químicos orgânicos;Productos químicos orgánicos;Organic chemicals;14;PRODUTOS DAS INDUSTRIAS QUIMICAS;Productos químicos;Products of the chemical industry
29349922;Zidovudina (AZT);1402;Produtos químicos orgânicos;Productos químicos orgánicos;Organic chemicals;14;PRODUTOS DAS INDUSTRIAS QUIMICAS;Productos químicos;Products of the chemical industry
29349923;Timidina;1402;Produtos químicos orgânicos;Productos químicos orgánicos;Organic chemicals;14;PRODUTOS DAS INDUSTRIAS QUIMICAS;Productos químicos;Products of the chemical industry
29349924;Furazolidona;1402;Produtos químicos orgânicos;Productos químicos orgánicos;Organic chemicals;14;PRODUTOS DAS INDUSTRIAS QUIMICAS;Productos químicos;Products of the chemical industry
29349925;Citarabina;1402;Produtos químicos orgânicos;Productos químicos orgánicos;Organic chemicals;14;PRODUTOS DAS INDUSTRIAS QUIMICAS;Productos químicos;Products of the chemical industry
29349926;Oxadiazona;1402;Produtos químicos orgânicos;Productos químicos orgánicos;Organic chemicals;14;PRODUTOS DAS INDUSTRIAS QUIMICAS;Productos químicos;Products of the chemical industry
29349927;Estavudina;1402;Produtos químicos orgânicos;Productos químicos orgánicos;Organic chemicals;14;PRODUTOS DAS INDUSTRIAS QUIMICAS;Productos químicos;Products of the chemical industry
29349929;Outros compostos heterocíclicos com 3 heteroátomos nitrogenados;1402;Produtos químicos orgânicos;Productos químicos orgánicos;Organic chemicals;14;PRODUTOS DAS INDUSTRIAS QUIMICAS;Productos químicos;Products of the chemical industry
29349931;Cetoconazol;1402;Produtos químicos orgânicos;Productos químicos orgánicos;Organic chemicals;14;PRODUTOS DAS INDUSTRIAS QUIMICAS;Productos químicos;Products of the chemical industry
29349932;Cloridrato de prazosina;1402;Produtos químicos orgânicos;Productos químicos orgánicos;Organic chemicals;14;PRODUTOS DAS INDUSTRIAS QUIMICAS;Productos químicos;Products of the chemical industry
29349933;Talniflumato;1402;Produtos químicos orgânicos;Productos químicos orgánicos;Organic chemicals;14;PRODUTOS DAS INDUSTRIAS QUIMICAS;Productos químicos;Products of the chemical industry
29349934;Ácidos nucleicos e seus sais;1402;Produtos químicos orgânicos;Productos químicos orgánicos;Organic chemicals;14;PRODUTOS DAS INDUSTRIAS QUIMICAS;Productos químicos;Products of the chemical industry
29349935;Propiconazol;1402;Produtos químicos orgânicos;Productos químicos orgánicos;Organic chemicals;14;PRODUTOS DAS INDUSTRIAS QUIMICAS;Productos químicos;Products of the chemical industry
29349939;Outros compostos heterocíclicos com heteroátomo de nitrogênio;1402;Produtos químicos orgânicos;Productos químicos orgánicos;Organic chemicals;14;PRODUTOS DAS INDUSTRIAS QUIMICAS;Productos químicos;Products of the chemical industry
29349941;Tiofeno;1402;Produtos químicos orgânicos;Productos químicos orgánicos;Organic chemicals;14;PRODUTOS DAS INDUSTRIAS QUIMICAS;Productos químicos;Products of the chemical industry
29349942;Ácido 6-aminopenicilânico;1402;Produtos químicos orgânicos;Productos químicos orgánicos;Organic chemicals;14;PRODUTOS DAS INDUSTRIAS QUIMICAS;Productos químicos;Products of the chemical industry
29349943;Ácido 7-aminocefalosporânico;1402;Produtos químicos orgânicos;Productos químicos orgánicos;Organic chemicals;14;PRODUTOS DAS INDUSTRIAS QUIMICAS;Productos químicos;Products of the chemical industry
29349944;Ácido 7-aminodesacetoxicefalosporânico;1402;Produtos químicos orgânicos;Productos químicos orgánicos;Organic chemicals;14;PRODUTOS DAS INDUSTRIAS QUIMICAS;Productos químicos;Products of the chemical industry
29349945;Clormezanona;1402;Produtos químicos orgânicos;Productos químicos orgánicos;Organic chemicals;14;PRODUTOS DAS INDUSTRIAS QUIMICAS;Productos químicos;Products of the chemical industry
29349946;9-(N-Metil-4-piperidinilideno)tioxanteno;1402;Produtos químicos orgânicos;Productos químicos orgánicos;Organic chemicals;14;PRODUTOS DAS INDUSTRIAS QUIMICAS;Productos químicos;Products of the chemical industry
29349949;Outros compostos heterocíclicos com heteroátomo de enxofre;1402;Produtos químicos orgânicos;Productos químicos orgánicos;Organic chemicals;14;PRODUTOS DAS INDUSTRIAS QUIMICAS;Productos químicos;Products of the chemical industry
29349951;Tebutiuron;1402;Produtos químicos orgânicos;Productos químicos orgánicos;Organic chemicals;14;PRODUTOS DAS INDUSTRIAS QUIMICAS;Productos químicos;Products of the chemical industry
29349952;Tetramisol;1402;Produtos químicos orgânicos;Productos químicos orgánicos;Organic chemicals;14;PRODUTOS DAS INDUSTRIAS QUIMICAS;Productos químicos;Products of the chemical industry
29349953;Levamisol e seus sais;1402;Produtos químicos orgânicos;Productos químicos orgánicos;Organic chemicals;14;PRODUTOS DAS INDUSTRIAS QUIMICAS;Productos químicos;Products of the chemical industry
29349954;Tioconazol;1402;Produtos químicos orgânicos;Productos químicos orgánicos;Organic chemicals;14;PRODUTOS DAS INDUSTRIAS QUIMICAS;Productos químicos;Products of the chemical industry
29349959;Outros compostos heterocíclicos com três heteroátomos de enxofre;1402;Produtos químicos orgânicos;Productos químicos orgánicos;Organic chemicals;14;PRODUTOS DAS INDUSTRIAS QUIMICAS;Productos químicos;Products of the chemical industry
29349961;Cloridrato de tizanidina;1402;Produtos químicos orgânicos;Productos químicos orgánicos;Organic chemicals;14;PRODUTOS DAS INDUSTRIAS QUIMICAS;Productos químicos;Products of the chemical industry
29349969;Outros compostos heterocíclicos com heteroátomo de enxofre;1402;Produtos químicos orgânicos;Productos químicos orgánicos;Organic chemicals;14;PRODUTOS DAS INDUSTRIAS QUIMICAS;Productos químicos;Products of the chemical industry
